id,office_id,name,numberofpeople,gender,alias,active,activeend,master,oldname,brain,encounter,named,memo,official,twitter,youtube,tiktok
728,111,Take2,2,11,,1994/1/1 0:00,,萩本欽一,,,欽ちゃん劇団,,,http://www.sato-kikaku.co.jp/profile/take2.html,,,
729,88,D-BARN,2,11,,1993/1/1 0:00,1999/1/1 0:00,,デッドヒート,,,,,,,,
730,108,Dボタン ,2,11,,2015/1/1 0:00,2018/1/1 0:00,,ワンハンドレッド サンプライズ,三中元克,高校の同級生,,,http://www.yoshimoto.co.jp/,,https://www.youtube.com/channel/UCRp82B8PEY51UT0LGEHDBDg,
731,44,ティモンディ,2,11,,2015/1/1 0:00,,,,前田裕太,済美高等学校,,,https://grapecom.jp/talent_writer/timon-d/,https://twitter.com/timond_info,https://www.youtube.com/channel/UC7M5B6wHkVRtODeNK2Q7BmQ,https://www.tiktok.com/@timond_official
732,44,ディープインパクト ,2,11,,2012/1/1 0:00,,,,仲松隆志,沖縄県立嘉手納高等学校の同級生,,,https://grapecom.jp/talent_writer/deepimpact/,,,
733,140,テキサスコンビ,2,11,,,,三田マサル,,,,,,,,,
734,999,凸凹一番・二番,2,11,,,,,桂光一・光二,,,,,,,,
735,125,デコボコ団,2,11,,2004/1/1 0:00,2014/12/1 0:00,特になし,,阿見201,,,,http://www.asaikikaku.co.jp/profile/dekoboko/,,,
736,117,デコンボコン,2,11,,2017/1/1 0:00,2021/4/8 0:00,,ブルーインパクト,,札幌放送芸術＆ミュージック・ダンス専門学校（お笑いタレント科）,,,https://web.archive.org/web/20210312063943/https://www.shochikugeino.co.jp/talents/dekonbokon/,,,
737,108,デスペラード ,2,11,,2004/1/1 0:00,2020/1/1 0:00,,デスリガン,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=3185,,,
738,73,テツandトモ,2,11,,1998/1/1 0:00,,,テツ&トモ,,日本大学藝術学部演劇学科,,,https://nichien-pro.jp/comedian/379.html,https://twitter.com/tetsu__and_tomo,https://www.youtube.com/channel/UCtdB28qn-GvxtwxW96eFlRA,https://www.tiktok.com/@tetsuandtomo
739,108,デニス ,2,11,,2010/1/1 0:00,,,,松下宣夫,東京NSC,,,https://profile.yoshimoto.co.jp/talent/detail?id=3254,https://twitter.com/denikowa,https://www.youtube.com/channel/UCn1r5gI0ZyzYQqC44GOvKpg,https://www.tiktok.com/@deniss_aruaru?lang=en
740,104,デニッシュ ,2,11,,2006/6/1 0:00,2010/5/10 0:00,,,,,,,,,,
741,146,てのりタイガー,2,11,,2010/9/1 0:00,,,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=4331,https://twitter.com/tenori_t_info,,
742,104,デラスキッパーズ,2,11,,2007/1/1 0:00,2021/3/31 0:00,,ソフトアタッチメント（ - 2016年3月13日） オナジミチ（ - 2017年9月30日）,町田康介,名古屋市立守山中学校,,,https://web.archive.org/web/20210116033913/https://www.watanabepro.co.jp/mypage/4000020/,https://twitter.com/sofuata_info,,
743,104,デルピエロ ,2,11,,2009/1/1 0:00,,,,,ワタナベコメディスクール,,,https://www.watanabepro.co.jp/mypage/4000029/,,,
744,108,デルマパンゲ,2,11,,2009/1/1 0:00,,,,,高校の同級生,,,https://profile.yoshimoto.co.jp/talent/detail?id=5078,,https://www.youtube.com/channel/UCBt9b79Mlpdh7s7y2YBNuxw,
745,108,天狗,2,11,,2004/1/1 0:00,,,,横山裕之,神戸市立五位の池小学校の同級生,,,https://profile.yoshimoto.co.jp/talent/detail?id=2797,,,
746,128,天狗花火,2,11,,2018/1/1 0:00,,,めりーくらふてぃー,種市竜大,,,,https://www.m-1gp.com/combi/7947.html,,,
747,85,テンゲン ,2,11,,2008/1/1 0:00,2013/1/1 0:00,,グリーン→ロブスター（上簗） ピタゴラス（ナカジマ）,両者,ワタナベコメディスクール,,,https://web.archive.org/web/20130511013733/http://www.watanabepro.co.jp/mypage/artist/tengen.html,,,
748,108,天竺鼠,2,11,,2004/1/1 0:00,,,,川原克己,高校時代,,,https://profile.yoshimoto.co.jp/talent/detail?id=393,https://twitter.com/tenjikuinfo,,
749,146,てんしとあくま,2,11,,2008/1/1 0:00,,,天使と悪魔,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=5096,https://twitter.com/tenaku_info,https://www.youtube.com/channel/UCWp6i4ZyHV5JUUBfrRS3AvQ,
750,128,デンジャラス,2,11,,1988/1/1 0:00,,,,両者,劇団東京ヴォードヴィルショー,,,https://www.ohtapro.co.jp/talent/dangerous.html,,,
751,94,テンション,2,11,,1988/1/1 0:00,,,,,同郷,,,,,,
752,86,デンシレンジ,2,11,,,,,,,,,,http://p-hit.net/html/talent15_den.html,,,
753,108,天津 ,2,11,,1999/1/1 0:00,,,,,NSC,,,https://profile.yoshimoto.co.jp/talent/detail?id=167,,,
754,108,テンダラー,2,11,,1994/1/1 0:00,,,$10 ,浜本広晃,ショーパブ「アランドロン」,,,https://profile.yoshimoto.co.jp/talent/detail?id=627,,,
755,104,テンパちゃん,2,11,,,,,,,,,,https://web.archive.org/web/20071028154919/http://www.watanabepro.co.jp/mypage/artist/tenpachan.html,,,
756,104,土居上野,2,11,,2004/1/1 0:00,,,,,福岡県立鞍手高等学校,,,https://www.watanabepro.co.jp/mypage/8000005/,,https://www.youtube.com/channel/UCO0Ch5jD5QlJStrX2w4r0IA,https://www.tiktok.com/@doiueno
757,147,TOKYO COOL,2,11,,2015/1/1 0:00,,,全力じじぃ カンカン マイネームイズ →GOBUGOBU →赤いタンバリン →（ピン芸人） →浜風キット →カンカン（ピン芸人） 前すすむ こんらんチョップ →電撃ホルモンや →グーとパー,カンカン,,,,https://sma-owarai.com/s/beachv/artist/n041?ima=1835,https://twitter.com/7kk141,https://www.youtube.com/channel/UC0xAMwrjw6JN0w-hQhZOSMQ,https://www.tiktok.com/@kankantokyocoolfullpowe2
758,128,東京タイツ,2,11,,2006/1/1 0:00,2010/1/1 0:00,,,,,,,https://web.archive.org/web/20090627194341/http://www.k4.dion.ne.jp/~sshimizu/index.html,,,
759,108,東京ダイナマイト,2,11,,1996/1/1 0:00,,浅草キッド,,ハチミツ二郎,青木さやかの紹介,,,https://profile.yoshimoto.co.jp/talent/detail?id=2803,,https://www.youtube.com/channel/UCpsWiBKgHWowM9GoA8oYJCw,
760,121,東京ペールワン,2,11,,,,,アンポンタン（安藤） トレメンダンス（橋本）,,,,,https://www.m-1gp.com/combi/2445.html,,,
761,44,東京ホテイソン,2,11,,2015/1/1 0:00,,,篠突く雨（ショーゴ）[2] 東京ウッド・ワイルド（たける）[3],ショーゴ,相方募集サイト,,,https://grapecom.jp/talent_writer/tokyo-hoteison/,https://twitter.com/tohoteinfo,https://www.youtube.com/channel/UCNKU6ZxHDLgzTgiz0Wnek-Q,
762,999,東洋朝日丸・日出丸,2,11,,1963/1/1 0:00,,宮川右近（日出丸） 三門博（朝日丸）,,,,,,,,,
763,85,盗涙王,2,11,,2007/2/24 0:00,2011/2/16 0:00,,SaruBeer（原田） シャ楽（NAKA）,,NSC,,,,,,
764,108,トータルテンボス,2,11,,1997/1/1 0:00,,,,大村朋宏,小学校時代,,,https://profile.yoshimoto.co.jp/talent/detail?id=203,https://twitter.com/fujitaomura,https://www.youtube.com/channel/UCriA6OetuAB_S9UCnvR-HdQ,https://www.tiktok.com/@totaltenbosch
765,108,ドーナツ・ピーナツ,2,11,,2014/1/1 0:00,,中田カウス,赤ジャージ 中田ドーナツ・ピーナツ,ピーナツ,高校,,,https://profile.yoshimoto.co.jp/talent/detail?id=6437,,,
766,53,どーよ,2,11,,1996/1/1 0:00,2009/1/1 0:00,,Do-Yo,ケンキ,,,,https://web.archive.org/web/20050317010611/http://www.sunmusic.org/get/profile/profile_doyo.html,,,
767,45,どきどきキャンプ,2,11,,2001/1/1 0:00,,,ハーバード,岸学 （単独では佐藤が作ったネタも披露される）,,,,https://www.kdashstage.jp/profile/archives/25,,,
768,45,トキヨアキイ,2,11,,2015/1/1 0:00,,,,,お笑い養成所の同期,,,https://www.kdashstage.jp/profile/archives/65,https://twitter.com/tokiyoakii_info,https://www.youtube.com/channel/UC9PJlYbBzRAaBe5K6SqlmNg,https://www.tiktok.com/@tokiyoakii
769,108,トクトコ,2,11,,1992/1/1 0:00,2009/1/1 0:00,,徳富床並 トクトミトコナミ,,大阪府立寝屋川高等学校の同級生,,,,,,
770,104,土佐兄弟,2,11,,2013/1/1 0:00,,,セブンアップ,土佐有輝,兄弟,,,https://www.watanabepro.co.jp/mypage/4000071/,,https://www.youtube.com/channel/UC6tCT6LpekaoNPjpWVN9SYg,https://www.tiktok.com/@tosakyodaiotot_yuki103
771,108,トッカグン,2,11,,2008/4/20 0:00,,,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=9240,https://twitter.com/hassyayoi321ban,https://www.youtube.com/channel/UCb95HsjFs3cPqDsiSIiZaRg,https://www.tiktok.com/@tokkagun_onodera
772,999,どっち?ず,2,11,,2007/10/1 0:00,,,COMS,,,,,,,,
773,108,トット,2,11,,2009/1/1 0:00,,,ハスキーボイス,両者,旭高等学校,,,https://profile.yoshimoto.co.jp/talent/detail?id=3379,https://twitter.com/totto_info_chan,https://www.youtube.com/channel/UCMTMPzVGOs1VOY-TgiQLZbQ,
774,128,トップリード,2,11,,2001/1/1 0:00,2018/1/1 0:00,,,新妻悠太,小学校,,,https://natalie.mu/owarai/artist/6241,https://twitter.com/topreed_fan,,
775,128,どてちんレンジャー,2,11,,2007/1/1 0:00,2012/1/1 0:00,,やまうば（野崎）,,,,,http://supokon.main.jp/blog/,,,
776,125,ドドん,2,11,,2009/4/6 0:00,,,安田石田,安田義孝,,,,http://asaikikaku.co.jp/talent/profile/dodon,https://mobile.twitter.com/dodonbot,https://www.youtube.com/channel/UCgOXLccP-493gM4JiYqHdkw,https://www.tiktok.com/@dodon07211127
777,53,飛石連休 ,2,11,,1999/1/1 0:00,,,ミシマフジイ、ジェントルメン（藤井）,両者,勤務先のパチンコ店,,,https://www.sunmusic-gp.co.jp/talent/tobiishirenkyu/,,,
778,125,どぶろっく,2,11,,2004/1/1 0:00,,,,江口直人,保育園,,,http://asaikikaku.co.jp/talent/profile/doburock,,https://www.youtube.com/channel/UCmZ1zQ0V0X-6yeFf6BVXNLA,
779,108,トミーズ,2,11,,1982/1/1 0:00,,西川のりお（トミーズ健が付き人修行）,,,幼稚園,,,https://profile.yoshimoto.co.jp/talent/detail?id=258,,,
780,45,トム・ブラウン ,2,11,,2008/1/1 0:00,,,,両者,同じ高校（北海道札幌東陵高等学校）の柔道部員同士,,,https://www.kdashstage.jp/profile/archives/23,,,
781,49,友池中林,2,11,,1994/1/1 0:00,2006/1/1 0:00,,,,,,,,,,
782,117,トライアングル,2,11,,2000/1/1 0:00,,,,,兵庫県立夢野台高等学校,,,https://www.shochikugeino.co.jp/talents/triangle/,,https://www.youtube.com/channel/UC8rZgJFldC3wYheAYjW_AVA/featured?app=desktop,
783,7,ドラゴンエマニエル,2,11,,2009/1/1 0:00,2019/1/1 0:00,,,しょうご,久米島の中学校,,,http://www.fec.asia/index.html,,,
784,146,トラッシュスター,2,11,,2012/1/1 0:00,2020/1/1 0:00,,子犬番長、アジールセッション（伊藤）,,アルバイト先,,,http://www.yoshimoto.co.jp/nagoya/talent/trashstar.html,https://twitter.com/torasuta_info,,
785,117,ドラハッパー,2,11,,2004/1/1 0:00,2009/1/1 0:00,,,,,,,,,,
786,88,ドランクドラゴン,2,11,,1996/1/1 0:00,,,,塚地 武雅,スクールJCA,,,https://www.p-jinriki.com/talent/drunkdragon/,https://twitter.com/BakaureLab,https://www.youtube.com/channel/UCYetmYkSewHAxbqIOPs-DCQ,
787,108,どりあんず,2,11,,1996/1/1 0:00,,,ドリアンズ,,,,,https://natalie.mu/owarai/artist/7127,https://twitter.com/keirindorians,https://www.youtube.com/channel/UCBMJ7vE5ntt_CnMUTIjuG-A,
788,88,ドリーマーズ,2,11,,2008/1/1 0:00,2016/1/1 0:00,,国泰,,埼玉県立本庄高等学校の同級生,,,https://web.archive.org/web/20131105051839/http://www.p-jinriki.com/talent/dreamers/,,,
789,108,トリテン,2,11,,2006/1/1 0:00,2020/1/1 0:00,,,両者,高校の同級生,,,https://profile.yoshimoto.co.jp/talent/detail?id=2928,https://twitter.com/triten_bot_info,,
790,108,ドレス,2,11,,1995/1/1 0:00,1999/3/1 0:00,,,,大学の漫才研究部,,,,,,
791,146,ドレッドノート,2,11,,2008/1/1 0:00,2012/1/1 0:00,,,,,,,https://natalie.mu/owarai/artist/7722,,,
792,127,ドレミ倶楽部,2,11,,2010/1/1 0:00,2015/1/1 0:00,,,,,,,https://web.archive.org/web/20130208014238/http://www.ohtapro.co.jp/talent/DoremiClub/,,,
793,108,トレンディエンジェル,2,11,,2004/1/1 0:00,,,,両者,NSC,,,https://profile.yoshimoto.co.jp/talent/detail?id=2745,,https://www.youtube.com/channel/UC8HnLeSpIHFtUd1zSqxuXOA,
794,108,とろサーモン ,2,11,,2002/1/1 0:00,,,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=170,https://twitter.com/torosalmon_info,https://www.youtube.com/channel/UCj6LDjEmXxeFhSmmcYblGmQ,
795,96,ドロンズ,2,11,,1995/1/1 0:00,2003/1/1 0:00,,大島石本 D.R.U.G（ドラック）,,古坂大魔王の紹介,,,,,,
796,108,どんきほ?て,2,11,,1985/1/1 0:00,1999/1/1 0:00,,,,,,,,,,
797,108,DonDokoDon,2,11,,1994/1/1 0:00,,,,山口智充,宝塚ファミリーランド,,,,,,
798,999,とんねるず,2,11,,1980/1/1 0:00,,,貴明&憲武,石橋貴明,帝京高等学校,,,https://web.archive.org/web/20181107031013/http://www.tnlounge.net:80/,,,
799,108,どんぴしゃ,2,11,,2003/1/1 0:00,2018/1/1 0:00,,モンスターズ （あかみね）,,,,,https://web.archive.org/web/20071022033639/http://www.fandango.co.jp/talent_prf/action/TalentProfileDetailSearchAction?unitId=10235&talentId=0,,,
800,146,トンファー,2,11,,2008/1/1 0:00,2016/1/1 0:00,,シガーロング（山西） ブルースタンダード（りゅーじ）,両者,,,,https://web.archive.org/web/20080517192834/http://tongfar.laff.jp/,,,
801,146,とんぺてぃーず,2,11,,2016/2/1 0:00,,,せかいちず、ワシやワシ,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=8697,,https://www.youtube.com/channel/UCWJ-EW6D9nRP5LAsuXRG1Zg,
802,108,ナイチンゲールダンス,2,11,,2013/1/1 0:00,,,Mr.潜水艦（中野） ラリアットカンガルーペロンペロン（ヤス）,両者,大学のお笑いサークル,,,https://profile.yoshimoto.co.jp/talent/detail?id=7031,https://twitter.com/ngd_info,https://www.youtube.com/channel/UCK_5obaQBnlzrRnVN7G6yrA,https://www.tiktok.com/@ndg_tiktok
803,96,ナイツ ,2,11,,2000/1/1 0:00,,内海桂子 三遊亭小遊三,,塙宣之,創価大学落語研究会,,,https://www.maseki.co.jp/talent/knights,,https://www.youtube.com/channel/UCM5TUWTwC4i9IIiBCGpN25w,
804,108,ナインティナイン,2,11,,1990/4/1 0:00,,,,岡村隆史,大阪府立茨木西高等学校,,,https://profile.yoshimoto.co.jp/talent/detail?id=267,https://twitter.com/ninetyninestaff,,
805,128,ナインボール (芸人),2,11,,2005/1/1 0:00,,,,,,,,https://web.archive.org/web/20180811074521/http://www.ohtapro.co.jp:80/jrlive/Nineball/,,,
806,108,中川家,2,11,,1992/1/1 0:00,,,中川兄弟、中川中川,剛（漫才）、礼二（コント）,実兄弟,,,https://profile.yoshimoto.co.jp/talent/detail?id=022,https://twitter.com/nakagawake419,https://www.youtube.com/channel/UCOg6P-Ne5Hdd5tDtcOHDd-Q,
807,108,中田カウス・ボタン,2,11,,1967/1/1 0:00,,上方柳次・柳太、中田アップ（カウス） 中田アップ（ボタン）,,,大阪市内のバー,,,https://profile.yoshimoto.co.jp/talent/detail?id=270,,,
808,108,中田ダイマル・ラケット,2,11,,1941/1/1 0:00,,,,,,,,http://wahha-kamigata.jp/%E4%B8%AD%E7%94%B0%E3%83%80%E3%82%A4%E3%83%9E%E3%83%AB%E3%83%BB%E4%B8%AD%E7%94%B0%E3%83%A9%E3%82%B1%E3%83%83%E3%83%88/,,,
809,108,中田はじめ・圭祐,2,11,,1986/1/1 0:00,1991/1/1 0:00,中田ボタン,大井・二宮,,,,,,,,
810,146,中張又張,2,11,,2010/1/1 0:00,2013/1/1 0:00,,,,高校,,,,https://twitter.com/nakamata_info,,
811,108,なかよし ,2,11,,1993/1/1 0:00,2000/1/1 0:00,,,,東京アナウンス学院,,,https://www.p-jinriki.com/talent/nakayoshi/,,https://www.youtube.com/channel/UCWU_CIeT9QXEvdd6XDRxOrw,
812,999,仲良しコンビ,2,11,,,,,,,,,,,,,
813,85,なかよしビクトリーズ,2,11,,2009/1/1 0:00,2020/1/1 0:00,,ロシア計画 （2006年 - 2009年） オレンジサンセット （2009年 - 2016年） プルメリアンズ （岡田　2016年） カハラ （岡田　2017年） 新オレンジサンセット （2018年 - 2019年）,岡田康太,中学の同級生,,,https://web.archive.org/web/20160513171459/http://com.horipro.co.jp/talent/%E3%82%AA%E3%83%AC%E3%83%B3%E3%82%B8%E3%82%B5%E3%83%B3%E3%82%BB%E3%83%83%E3%83%88/index.html,,https://www.youtube.com/channel/UCk3EAJuwPA9rzECUBpG5N4A,
814,125,流れ星☆ ,2,11,,2000/1/1 0:00,,,,TAKIUE,岐阜県立斐太高等学校,,,http://asaikikaku.co.jp/talent/profile/nagareboshi,,https://www.youtube.com/channel/UCc7ma7NlqckSqgzxRc4da-A,
815,117,なすなかにし,2,11,,2001/1/1 0:00,,,那須・中西 いまぶーむ,,いとこ同士,,,https://www.shochikugeino.co.jp/talents/nasunakanishi,https://twitter.com/nasunaka_info,https://www.youtube.com/channel/UCPvjf8z_T5Wdwc2p5W4zypg,https://www.tiktok.com/@nasunaka_mg
816,89,ナナイロ,2,11,,2005/1/1 0:00,2008/1/1 0:00,,50螺旋（斉藤） スタンデライオン（斉藤） 白と白のストライプ（金子）,,,,,https://web.archive.org/web/20060620032444/http://ip.tosp.co.jp/i.asp?i=mahou_nanailo,,,
817,108,ななまがり,2,11,,2008/11/1 0:00,,,,両者,大阪芸術大学 落語研究寄席の会,,,https://profile.yoshimoto.co.jp/talent/detail?id=3721,https://twitter.com/nanamagariinfo,https://www.youtube.com/channel/UCZQemlCRozlRSfiFdUvXWEw,
818,108,ナミダバシ,2,11,,2017/1/1 0:00,,,,たくみ,,,,https://web.archive.org/web/20210123105328/https://profile.yoshimoto.co.jp/talent/detail?id=7246,https://twitter.com/namidabashistot,,
819,108,ナメリカ,2,11,,1995/1/1 0:00,2006/1/1 0:00,,パワフルメリー マイティ・ボンジャック ボンジャック ジャンボリー ほりあずみ,,NSC,,,,,,
820,139,ナンセンス,2,11,,1979/1/1 0:00,2018/1/1 0:00,,ナンセンスgリオ,,,,,http://www.manzaikyokai.org/performer/manzai/nonsense,,,
821,999,ナンダーMAX,2,11,,2008/1/1 0:00,,徳田神也,,,天才てれびくんMAX,,,https://www.m-1gp.com/combi/2619.html,,,
822,108,なんばよこやま,2,11,,2002/1/1 0:00,2010/1/1 0:00,,難波横山,,,,,https://web.archive.org/web/20100829075722/http://www.yoshimoto.co.jp/base/groups/ditail/32,,,
823,104,なんぶ桜,2,11,,2013/1/1 0:00,2017/1/1 0:00,,ボラボライダー（澤山） マウンテンバレー（中野） ナンバーサーティーン（中野）,,,,,https://www.m-1gp.com/combi/2780.html,,,
824,40,ニードル,2,11,,2001/1/1 0:00,,,,,中学校からの同級生,,,https://tryz.jp/talent/needle.html,,https://www.youtube.com/channel/UC_DcwxqEpSGomgJtoTAB_8w,
825,88,ニーニーズ,2,11,,1982/1/1 0:00,2000/1/1 0:00,,,,,,,https://web.archive.org/web/19991011021050/http://www2s.biglobe.ne.jp/~jinnriki/riki/tt/ninizu.htm,,,
826,999,新山えつや・ひでや,2,11,,1971/1/1 0:00,1992/1/1 0:00,新山悦朗・春木艶子,新山えつや・東ひでや（1971年 - 1974年）,,,,,https://tokyomanzai0408.com/archives/1857,,,
827,112,新山ノリロー・トリロー,2,11,,1958/2/1 0:00,1985/1/1 0:00,新山悦朗・春木艶子,,,,,,https://tokyomanzai0408.com/archives/2750,,,
828,53,西麻布ヒルズ,2,11,,1998/1/1 0:00,,,シベリア超特急、西麻布チュッチュッ,,,,,http://nishiazabuhills.web.fc2.com/,,,
829,108,西川のりお・上方よしお,2,11,,1975/1/1 0:00,1990/1/1 0:00,,,,,,,https://profile.yoshimoto.co.jp/talent/detail?id=261,,https://twitter.com/noriyoshistaff,
830,59,錦鯉,2,11,,2012/1/1 0:00,,,長谷川 マッサジル渡辺 ガスマスク、桜前線,両者,所属事務所が同じ同士,,,https://www.sma.co.jp/s/sma/artist/529?ima=0000#/news/0,,https://twitter.com/nskgiinfo,
831,85,虹の黄昏,2,11,,2005/1/1 0:00,,,,,同じ高校の同級生、友人からの紹介,,,https://maxxxyoisyo.wixsite.com/nizinotasogare,,https://twitter.com/niji__info,
832,45,虹鱒 ,2,11,,,,,魚へん、虹鱒,,,,,https://kaleidoline.jp/geinin-meikan/05na/02ni/nijimasu.htm,,,
833,104,西村深村,2,11,,2006/2/1 0:00,,,,,小学校から高校までの同級生,,,https://web.archive.org/web/20160305074450/http://ameblo.jp/nishimura-fukamura/,,,
834,108,20世紀 ,2,11,,2013/1/1 0:00,,,ガンキン ロックンロールブラザーズ爆烈ローリン 大熊猫,木本悠斗,地元の同級生,,,https://profile.yoshimoto.co.jp/talent/detail?id=5772,,,
835,108,2700,2,11,,2008/2/1 0:00,,,ザ ツネハッチャン （2017年8月 - 2018年8月）,八十島,,,,https://profile.yoshimoto.co.jp/talent/detail?id=2721,,https://www.youtube.com/channel/UCizOQ0MH8kTfnhpgVKKTAKA,https://www.tiktok.com/@2700channel
836,108,2丁拳銃,2,11,,1993/1/1 0:00,,,サイドボルト（修士） ラムール（小堀）,両者(小堀主導),NSC,コンビ名の由来は2人がファンであるTHE BLUE HEARTSの『44口径』の歌詞からつけたもの,,https://profile.yoshimoto.co.jp/talent/detail?id=57,https://twitter.com/mg_niken,https://www.youtube.com/channel/UC5TMOBmBuHYW1fBrKkrahCg,https://www.tiktok.com/@MS4wLjABAAAASlvgJHSm27aC-aQipD0Xxy67D2VoujR7-cYqlQxYPjhdo7UrOvjRxLO_f3xhMX8l
837,108,日刊ナンセンス,2,11,,2003/1/1 0:00,2006/1/1 0:00,,プレイスプレイ（工村） インディゴ、ギャラリー、サーマル（村野井）,工村友臣,NSC,,,,,,
838,88,ニッケルバック,2,11,,2004/1/1 0:00,2012/1/1 0:00,,,,高校の同級生,,,http://kaleidoline.jp/teppen/comedians/05na/02ni/nickelback.htm,,,
839,108,ニッポンの社長,2,11,,2013/1/1 0:00,,,ソファー 田園（辻） 寺シガ（ケツ）,辻,,,,https://profile.yoshimoto.co.jp/talent/detail?id=5141,https://twitter.com/nissha_info,https://www.youtube.com/channel/UCAkmITxwNjuAOiRYiNZ0G6g,
840,53,日本クレール,2,11,,2011/1/1 0:00,,,,中島女の子,小学校,,,https://www.sunmusic-gp.co.jp/talent/nihonclair/,https://twitter.com/jpc_information,https://www.youtube.com/channel/UCMCml-Hevsq84mr00kjVHAg,
841,108,ニメートルズ,2,11,,2014/1/1 0:00,2020/1/1 0:00,,,,江城からの勧誘,,,https://profile.yoshimoto.co.jp/talent/detail?id=5988,https://twitter.com/2meters1213,,
842,108,ニューヨーク ,2,11,,2010/1/1 0:00,,,,両者,NSC,,,https://profile.yoshimoto.co.jp/talent/detail?id=3153,https://twitter.com/informationyork,https://www.youtube.com/channel/UCS17iKEInkBuHkxtEcCnTTQ,
843,108,ニューロマンス,2,11,,2006/1/1 0:00,,,,,NSC,,,https://natalie.mu/owarai/artist/7167,,,
844,7,ニライカナイ ,2,11,,2012/1/1 0:00,2015/1/1 0:00,,,,中学校,,,,,,
845,125,ニレンジャー,2,11,,1989/1/1 0:00,2019/1/1 0:00,,2レンジャー （1989年 - 1996年） 新生2レンジャー （1997年 - 1998年） スーパーニレンジャー （1999年 - 2002年） 日向野勉とニレンジャー （2003年 - 2005年）,,,,,https://www.m-1gp.com/combi/212.html,,,
846,146,ニンゲン,2,11,,2008/1/1 0:00,,,,,,,,https://web.archive.org/web/20090222003450/http://ningen.laff.jp/,,,
847,108,ネイチャーバーガー,2,11,,2015/1/1 0:00,,,,両者,,,,https://profile.yoshimoto.co.jp/talent/detail?id=7019,https://twitter.com/natureb_info,https://www.youtube.com/channel/UCR6GoVLqAlMETVT4qqjLSOg,https://www.tiktok.com/@natureburger
848,108,ネイビーズアフロ,2,11,,2011/1/1 0:00,,,,両者（2人で相談しながら作成）,京都市立堀川高等学校の同級生,,,https://profile.yoshimoto.co.jp/talent/detail?id=5928,https://twitter.com/navys_info,https://www.youtube.com/channel/UCKk8MQ18VwL7_0bLFRtt2Gg,
849,108,猫デココ,2,11,,2006/1/1 0:00,2014/1/1 0:00,,,,,,,http://kaleidoline.jp/geinin-meikan/05na/04ne/nekodecoco.htm,,,
850,60,ネコニスズ,2,11,,2012/1/1 0:00,,,野球家族（舘野） ガスマスクガール（ヤマゲン）,舘野忠臣,,,,https://www.titan-net.co.jp/talent/nekonisuzu/,,https://www.youtube.com/channel/UCbIx5TaXt30XVX9ceyN9iYw,https://www.tiktok.com/@neconisuzu_ta
851,85,ねじ ,2,11,,,,,三日月シュガー ノーザンライト,,同じ高校の同級生,,,https://web.archive.org/web/20150103190934/http://www.kdashstage.jp/profile/stage/neji/index.php,https://twitter.com/neji_sasa_seji,https://www.youtube.com/channel/UCm1l0PwXh88CRosgx7V3Msg,
852,117,のイズ,2,11,,1990/1/1 0:00,1999/1/1 0:00,,,久田俊裕,,,,,,,
853,32,ノオト,2,11,,2011/1/1 0:00,2018/1/1 0:00,,,岩永ヨシヒト,ワタナベコメディスクール,,,https://web.archive.org/web/20161103235645/http://tokyo-mr.com/talent/note.html,,,
854,39,ノーブレーキ,2,11,,,,,,,小学校,,,https://origin-oze.com/talent/39/,,,https://www.tiktok.com/@nobraketiktok
855,4,NOモーション。,2,11,,2008/1/1 0:00,,,,,,,,https://fgrt4jyj.wixsite.com/nomotionweb,https://twitter.com/nomotion_game,https://www.youtube.com/channel/UC556WLsDaebAnpiSgJncZOg,
856,108,ノスタルジック,2,11,,2005/1/1 0:00,2007/1/1 0:00,,,,,,,,,,
857,26,ノブ&フッキー,2,11,,1990/1/1 0:00,,,,,,,,https://www.amb-co.jp/nobufuki/,,https://www.youtube.com/user/ambitious0511,
858,128,ノブナガ ,2,11,,2016/1/1 0:00,2020/1/1 0:00,,ハイレート,,,,,https://web.archive.org/web/20180903114813/https://www.ohtapro.co.jp/talent/nobunaga.html,,,
859,108,野良レンジャー,2,11,,2008/1/1 0:00,,,ブラックモンキー（首藤）,,養成所,,,https://profile.yoshimoto.co.jp/talent/detail?id=2956,,https://www.youtube.com/channel/UC8g8PRaGIzKp0IPxChs54CA,
860,7,ノルウェースウェーデン,2,11,,2010/3/1 0:00,,,,ぎぼっくす,沖縄県立首里東高等学校,,,https://web.archive.org/web/20190330211634/http://www.fec.okinawa/11.php,,,
861,117,のろし ,2,11,,,1900/1/10 0:00,,,,,,,https://web.archive.org/web/20101121015725/http://www.shochikugeino.co.jp/talents/03/post-79.html,,,
862,128,ノンキーズ,2,11,,1992/1/1 0:00,2002/1/1 0:00,,ノンキース,,,,,,,,
863,108,NON STYLE,2,11,,2000/1/1 0:00,,,,石田 明,大阪市立大淀中学校,,,https://profile.yoshimoto.co.jp/talent/detail?id=164,https://twitter.com/nonstyletour,https://www.youtube.com/channel/UCJcyQ-N0sbvwjYpDNXP9tsw,
