,URL,名前,メンバー,人数,性別,別名,結成年,結成-1-1,解散年,解散-1-1,事務所,活動時期,師匠,出身,影響,出会い,旧コンビ名,旧トリオ名,旧グループ名,現在の活動状況,芸種,ネタ作成者,現在の代表番組,過去の代表番組,同期,公式サイト,受賞歴,YouTube
1785,https://ja.wikipedia.org/wiki/%E3%81%A6%E3%82%93%E3%81%B7%E3%81%8F%E3%83%88%E3%83%AA%E3%82%AA,てんぷくトリオ,三波伸介 戸塚睦夫 伊東四朗,3,111,,1961年,1961/1/1,1973年（戸塚の死去に伴うもの）,1973/1/1,,1961年 - 1973年,,新宿の軽演劇,,新宿フランス座,ぐうたらトリオ,,,,コント,,,『てんぷくトリオのテレビ演芸場』 『大正テレビ寄席』 ほか,,,,
1786,https://ja.wikipedia.org/wiki/%E5%A4%A9%E5%85%B5%E3%83%88%E3%83%AA%E3%82%AA,天兵トリオ,春風天兵 島暁美 星柄北男,3,111,,1960年,1960/1/1,,,太田プロダクション 現代センター,,,,,,,,,,,,,,,,,
1787,https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC03,東京03,"飯塚悟志
角田晃広
豊本明長",3,111,03（ぜろさん）,2003年,2003/1/1,,,プロダクション人力舎,2003年9月30日 -,,"スクールJCA2期（飯塚）
スクールJCA3期（豊本）",,,アルファルファ（飯塚・豊本）　プラスドライバー（角田）,,,テレビ・ライブ・ラジオなど,コント,飯塚悟志角田晃広,"ウレロ☆シリーズ
ゴッドタン
漫画みたいにいかない。
エンタの神様
東京03の好きにさせるかッ!","爆笑オンエアバトル
SCHOOL NINE
白黒アンジャッシュ
笑いの金メダル
お笑い登竜門","ロンドンブーツ1号2号など（飯塚）
品川庄司など（角田）
アンタッチャブルなど（豊本）",http://www.p-jinriki.com/talent/tokyo03/,"2006年 第4回お笑いホープ大賞大賞受賞
2006年 爆笑オンエアバトル - ゴールドバトラー
2009年 キングオブコント優勝",https://www.youtube.com/channel/UConIcs8o0z5vYTamGtq-Lsw
1788,https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%83%93%E3%83%B3%E3%82%B4%E3%83%93%E3%83%B3%E3%82%B4%E3%83%80%E3%82%A4%E3%83%8A%E3%83%9E%E3%82%A4%E3%83%88%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3,東京ビンゴビンゴダイナマイトジャパン,皆川拓也 石田清一 三浦文夫,3,111,TBBDJ（略称）,1989年,1989/1/1,2004年,2004/1/1,渡辺プロダクション →パームツリー →ケーアッププロモーション,1989年 - 2004年,,,,,ブランドル,,,解散,コント,,,明石家マンション物語 フライデーナイトはお願い!モーニング 新しい波,雨上がり決死隊 極楽とんぼ なるみなど,,世界テレビ祭第一位!? 第10回ビートたけしのお笑いウルトラクイズ 一度も写らなかったで賞 平成9年度 NHK新人演芸大賞 本選演芸部門ノミネート,
1789,https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%83%9B%E3%83%AB%E3%83%A2%E3%83%B3%E5%A8%98,東京ホルモン娘,バービー イモトアヤコ,3,222,,2006年,2006/1/1,2007年,2007/1/1,ワタナベエンターテインメント,2006年 - 2007年,無し,ワタナベコメディスクール2期（バービー） ワタナベコメディスクール3期（イモト）,,WCSの先輩後輩,,,,事実上解散（解散後もバービーとイモトは共に番組で共演）,漫才、コント,バービー,世界の果てまでイッテQ!,,,,,
1790,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AA%E3%82%AA_(%E3%83%91%E3%83%B3%E3%83%88%E3%83%9E%E3%82%A4%E3%83%A0),トリオ (パントマイム),山本光洋 小島屋万助 本多愛也,3,111,,1999年,1999/1/1,,,,,,,,,,,,,パントマイム、大道芸,,,フルーツサンデー,,,,
1791,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AA%E3%82%AA%E3%83%BB%E3%82%B6%E3%83%BB%E3%83%91%E3%83%B3%E3%83%81_(%E3%81%8A%E7%AC%91%E3%81%84),トリオ・ザ・パンチ (お笑い),内藤陳 井波健 栗実,3,111,,1963年,1963/1/1,,,,,,,,,,,,,,,,,,,,
1792,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AA%E3%82%B3%E3%83%AD%E3%83%BC%E3%83%AB_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),トリコロール (お笑いトリオ),梨花 風花 桜花,3,222,,2008年10月12日,2008/1/11,2011年10月31日,2011/1/11,ホリプロ,2008年 - 2011年,,,,,クルクルキューティクル（梨花）,,,解散（梨花は放送作家、風花は音楽グループ、桜花はピンで活動）,漫才、コント,,,エンタの天使 おもいッきりDON! ほか,,https://ameblo.jp/sienne09/,,
1793,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%AA%E3%83%97%E3%83%AB%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%A7%E3%82%A4,トリプルエンジョイ,佐藤晃司 常峰一真 松田栄一郎,3,111,,2008年4月,2008/1/14,2012年5月,2012/1/15,よしもとクリエイティブ・エージェンシー東京,2008年 - 2012年,,大阪NSC25期,,,,,,解散（常峰はカズマ・スパーキンとしてピンで活動）,リズムネタ,佐藤晃司,なし,エンタの神様 など,ジャルジャル 銀シャリ プラス・マイナス 秋山賢太（アキナ）など,,,
1794,https://ja.wikipedia.org/wiki/%E3%83%89%E3%83%AC%E3%83%9F%E5%80%B6%E6%A5%BD%E9%83%A8,ドレミ倶楽部,肥後DNA 藤田晋也 元：イノシマ全治6ヶ月,3,111,,2010年,2010/1/1,2015年,2015/1/1,太田プロダクション,2010年 - 2015年,,,,,,,,,漫才,,,ネタ鑑定 ワンフィフティーズなど,,,,
1795,https://ja.wikipedia.org/wiki/%E3%83%88%E3%83%B3%E3%83%84%E3%82%AB%E3%82%BF%E3%83%B3,トンツカタン,"お抹茶
櫻田佑
森本晋太郎",3,111,,2012年,2012/1/1,,,プロダクション人力舎,2012年5月 -,,スクールJCA21期,,養成所の同期,,,,ライブ、ラジオ,コント,,聞くトンツカタン(GERA放送局),,おとぎばなし ヤマグチクエスト 栗谷悟史（カカロニ） わたなべオーケストラ（ふぁのシャープ） ゆりやんレトリィバァ ガンバレルーヤ からし蓮根 ラニーノーズ コウテイ レインボー など,http://www.p-jinriki.com/talent/tontsucatan/,2016年 第7回お笑いハーベスト大賞 優勝[1],https://www.youtube.com/channel/UCZJfPJnc9a3tq9V1HSq3d5w
1796,https://ja.wikipedia.org/wiki/%E3%81%AA%E3%81%AA%E3%82%8145%C2%B0,ななめ45°,岡安章介 土谷隼人 下池輝明,3,111,,2000年,2000/1/1,,,ホリプロコム,2000年 -,,,,小学校時代（土谷、岡安） 高校時代（土谷、下池） 土谷の紹介（岡安、下池）,ジャイアンズ（土谷、下池） アイル、ダウンロード（岡安）,,,テレビ・ライブなど,コント,岡安章介 土谷隼人,ななめ45°のレディオ de カーニバル キャラ☆キング,Bang!Bang! AQUA,,http://com.horipro.co.jp/talent/naname45/,2013年 歌ネタ王決定戦 準優勝,
1797,https://ja.wikipedia.org/wiki/%E3%81%AA%E3%81%AB%E3%82%8F%E3%82%B9%E3%83%AF%E3%83%B3%E3%82%AD%E3%83%BC%E3%82%BA,なにわスワンキーズ,こじまラテ 仲西隼平 前田龍二,3,111,,2013年,2013/1/1,,,吉本興業大阪本部,2011年 -,,NSC大阪校34期,,NSC,キヌガサ、キャロライン（仲西） トラノコ（前田）,,,ライブ・テレビなど,漫才、コント,こじまラテ,,,亜生（ミキ） 蛙亭 トニーフランク ムラムラタムラ エンペラー さや香 ファイヤーサンダーなど,,2016年 Kakeru翔GP 優勝 2016年 EVEMON GP 優勝 2017年 今宮子供えびすマンザイ新人コンクール 香川登枝緒記念敢闘賞,
1798,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%B9%E3%83%88%E3%83%AA%E3%82%AA,ナンセンストリオ,江口明 岸野猛 前田隣,3,111,,1964年,1964/1/1,,,,,,,,,,,,,,,,大爆笑 インスピレーションクイズなど,,,,
1799,https://ja.wikipedia.org/wiki/%E3%81%AB%E3%81%AE%E3%81%86%E3%82%89%E3%81%94,にのうらご,西森洋一 大林健二 荒牧周平,3,111,,2003年,2003/1/1,2007年 （トリオでの活動終了年）,2007/1/1,よしもとクリエイティブ・エージェンシー,2003年9月 - 2007年4月,,NSC大阪校23期（西森）,,事務所,蛇腹（西森） みかんとんがらし（大林） バースデイ（荒牧）,,,西森・大林がコンビ「モンスターエンジン」で活動,漫才,,なし,爆笑オンエアバトル,,,,
1800,https://ja.wikipedia.org/wiki/%E3%83%8B%E3%83%96%E3%83%B3%E3%83%8E%E3%82%B4!,ニブンノゴ!,宮地謙典 森本英樹 大川知英,3,111,,1997年,1997/1/1,,,吉本興業,1997年 -,,渋谷公園通り劇場,,高校時代,トーメン団地,,,テレビ・ライブなど,コント、漫才,宮地謙典,,ヨシモト∞ イケチキ!! ロッケンロール,ガリットチュウ カラテカ 井上マー 佐久間一行等,https://web.archive.org/web/20080207025057/http://nibunnogo.laff.jp/,2005年 元気ハツラツぅ?CMバトル優勝,
1801,https://ja.wikipedia.org/wiki/%E3%83%8B%E3%83%A5%E3%83%BC%E3%82%AF%E3%83%AC%E3%83%BC%E3%83%97,ニュークレープ,ナターシャ リーダー デビ,3,111,,2008年7月,2008/1/17,,,浅井企画,2008年 - 2014年7月 2015年1月 -,,,,NSC大阪校28期,ポラロイドマガジン,,,ライブ、テレビなど,コント、漫才,ナターシャ、デビ,,オンバト+ ぐるぐるナインティナイン,祇園 すゑひろがりず ラフ次元 ななまがり,http://asaikikaku.co.jp/talent/profile/newcrepe,2014年 おもしろ荘 優勝,
1802,https://ja.wikipedia.org/wiki/%E3%83%8D%E3%83%97%E3%83%81%E3%83%A5%E3%83%BC%E3%83%B3_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),ネプチューン (お笑いトリオ),名倉潤 堀内健 原田泰造,3,111,ネプ,1993年,1993/1/1,,,ワタナベエンターテインメント,1993年 -,,太田プロダクション,とんねるず,太田プロダクション,ジュンカッツ（名倉） フローレンス（堀内・原田）,,,テレビ・ライブなど,コント,堀内健,レギュラー番組 ネプリーグ しゃべくり007 ジョブチューン あいつ今何してる? ナニコレ珍百景 スペシャル番組 ハモネプリーグ ものまねグランプリ,笑う犬 力の限りゴーゴゴー!! 銭形金太郎,雨上がり決死隊  極楽とんぼなど  （名倉） 千原兄弟 FUJIWARA  バッファロー吾郎 なだぎ武など （堀内・原田）,https://www.watanabepro.co.jp/mypage/3000002/,,
1803,https://ja.wikipedia.org/wiki/%E3%83%8D%E3%83%AB%E3%82%BD%E3%83%B3%E3%82%BA_(%E3%81%8A%E7%AC%91%E3%81%84%E3%83%88%E3%83%AA%E3%82%AA),ネルソンズ (お笑いトリオ),青山フォール勝ち 和田まんじゅう 岸健之助,3,111,,2010年,2010/1/1,,,吉本興業,2010年 -,,NSC東京校14期,,幼少期（青山・和田） NSC（岸）,ワダヤマブルー（青山・和田） R2、ブラックストーン、ジャンボリー（岸）,,,テレビ・ライブなど,コント,青山フォール勝ち（ブレーン）、和田まんじゅう,有田ジェネレーション,,ダイタク スパイク あわよくば 0.03秒 りんたろー。（EXIT） 山脇充（ザ☆忍者） 山添寛  （相席スタート）  インディアンス  ロングコートダディ セルライトスパ THE GREATEST HITS かじがや卓哉 岡野陽一,https://profile.yoshimoto.co.jp/talent/detail?id=3451,2016年 おもしろ荘 優勝 2018年 マイナビLaughter Nightグランドチャンピオン大会 マイナビ賞 2019年 キングオブコント 決勝6位,https://www.youtube.com/channel/UCDmgvtV_dF-jdFmIcJYabLg
1804,https://ja.wikipedia.org/wiki/%E5%88%9D%E6%81%8B%E3%82%AF%E3%83%AD%E3%83%9E%E3%83%8B%E3%83%A8%E3%83%B3,初恋クロマニヨン,しょう2020 新本奨 比嘉憲吾,3,111,,2006年,2006/1/1,,,よしもとエンタテインメント沖縄,2006年 -,,よしもと沖縄エンターテイメントカレッジ1期,,学生時代,,,,,漫才・コント,しょう2020,,,どさんこ室田、親泊泰秀、浦添ウインドゥ、ピーチキャッスル,,"沖縄テレビ「新春！Oh笑い O-1グランプリ2017」優勝

琉球朝日放送「お笑いバイアスロン2019」優勝",
1805,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%83%E3%83%97%E3%82%B3%E3%83%BC%E3%83%B3,パップコーン,芦沢ムネト 須田拓也 松谷ヒロキ,3,111,,2003年,2003/1/1,,,ワタナベエンターテインメント,2003年 - 2009年（5人組） 2009年 - 2017年（カルテット） 2017年 - （トリオ）,,,,,カルコー,,,木村と大桶が脱退しトリオで活動,コント,,,爆笑オンエアバトル オンバト+ など,EE男,https://sites.google.com/site/wearepapcorn/,第33回ABCお笑いグランプリ決勝10位,
1806,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%8A%E3%82%B3,ハナコ,菊田竜大 秋山寛貴 岡部大,3,111,,2014年,2014/1/1,,,ワタナベエンターテインメント,2010年 -,,ワタナベコメディスクール12期,菊田 有田哲平（くりぃむしちゅー）秋山 Mr.ビーン岡部 お笑いポポロ,ワタナベコメディスクールの同期生,ウエストミンスター（菊田、秋山） エガラモガラ（岡部）,,,ライブ テレビ ラジオなど,コント,秋山寛貴 岡部大,新しいカギ ハナコのBuzzリサーチ 有吉の壁など,,クマムシ キサラギ カミナリ エイトブリッジ 霜降り明星 コロコロチキチキペッパーズ やさしいズ ビスケットブラザーズ どんぐり（現：竹原芳子）など,https://www.watanabepro.co.jp/mypage/4000074/,2018年 ワタナベお笑いNO.1決定戦 優勝 2018年 第9回お笑いハーベスト大賞 優勝 2018年 キングオブコント 優勝 2018年 時事ネタ王 優勝 2019年 ワタナベお笑いNO.1決定戦 優勝 2019年 ネタドラ～漫才・コントを原作にドラマ化～ 最優秀監督賞 2020年 ネタサンド コント部門ベストハサミスト賞,https://www.youtube.com/channel/UCTA3AFI43NQ5Y9e9pzLZ2-Q
1807,https://ja.wikipedia.org/wiki/%E3%83%8F%E3%83%8B%E3%83%BC%E3%83%88%E3%83%A9%E3%83%83%E3%83%97_(%E3%81%8A%E7%AC%91%E3%81%84),ハニートラップ (お笑い),梅木 八木 岩村,3,111,美豚ズ（八木・岩村）,2007年,2007/1/1,,,サンミュージック,2007年7月 -,,NSC大阪校25期（梅木） NSC大阪校27期（八木） NSC大阪校34期（岩村）,,,丼 ミライパレード（岩村）,,,,,,,,GAG、ジュリエッタ、タナからイケダ、トット （梅木・八木） 馬と魚、蛙亭、さや香 （岩村）,https://www.sunmusic-gp.co.jp/talent/honeytrap/,,
1808,https://ja.wikipedia.org/wiki/%E3%83%90%E3%83%93%E3%83%AD%E3%83%B3_(%E3%81%8A%E7%AC%91%E3%81%84),バビロン (お笑い),おーちゃん ノリ 千葉ストロガノフ,3,111,,2010年,2010/1/1,,,よしもとクリエイティブ・エージェンシー,2010年 -,,NSC東京校16期,,NSC東京校,,,,劇場、テレビ,漫才 コント,ノリ,,新しい波24,霜降り明星 やさしいズ ランパンプス ゆにばーす 鈴川絢子 しゅんしゅんクリニックP ハナコ等,https://profile.yoshimoto.co.jp/talent/detail?id=6567,,
1809,https://ja.wikipedia.org/wiki/%E3%83%91%E3%83%B3%E3%82%B5%E3%83%BC_(%E3%81%8A%E7%AC%91%E3%81%84),パンサー (お笑い),向井慧 尾形貴弘 菅良太郎,3,111,,2008年,2008/1/1,,,吉本興業,2008年6月16日 -,,NSC東京校11期（向井） NSC東京校8期（尾形） NSC東京校9期（菅）,,よしもとクリエイティブ・エージェンシー,あじさい公園（向井） グレートホーン（尾形） ハイアンドロー（菅）　ブルースタンダード（向井）,,,テレビ、ライブなど,コント,菅 良太郎,有吉の壁,パワー☆プリン やすだの歩き方,向井 シソンヌ チョコレートプラネット すゑひろがりず など尾形 スリムクラブ ジョイマン 銀シャリ など菅 しずる ハリセンボン ライス など,https://profile.yoshimoto.co.jp/talent/detail?tid=2755,有吉の壁2020年度年間優勝,
1810,https://ja.wikipedia.org/wiki/%E3%83%93%E3%83%BC%E3%82%B0%E3%83%AB38,ビーグル38,能勢ヒロシ 加藤統士 中屋卓 <元メンバー> 吉本英和,3,111,,2008年（現メンバーとして）,2008/1/1,2013年,2013/1/1,松竹芸能,1996年 - 2013年10月4日,,,,,うなぎ（2005年12月 - 2008年8月）　せんたくばさみ（1996年 - 2005年12月）,,,解散（能勢と中屋はピン、加藤は引退）,コント、漫才,,,めっさGO! なにわ最強パチラジオ!!,ライセンス バッドボーイズ パックンマックン インスタントジョンソンなど,http://www.shochikugeino.co.jp/talents/03/post-480.html,2001年 NHK新人演芸大賞 2002年 新人お笑い尼崎大賞優秀賞 2002年 ABCお笑い新人グランプリ新人賞 2002年 上方お笑い大賞新人賞 2003年 ABCお笑い新人グランプリ優秀新人賞 2004年 上方漫才大賞優秀新人賞,
1811,https://ja.wikipedia.org/wiki/B%E3%82%B3%E3%83%BC%E3%82%B9,Bコース,タケト ナベ ハブ,3,111,,1996年,1996/1/1,2012年,2012/1/1,よしもとクリエイティブ・エージェンシー,1996年 - 2012年,,札幌吉本,,,,,,解散（タケト、ハブはピンで活動、ナベは引退）,漫才、コント,,,おはスタ 爆笑オンエアバトル 爆笑レッドカーペット など,アップダウン ライセンス ロザン すっちーなど,https://profile.yoshimoto.co.jp/talent/detail?id=227,,
1812,https://ja.wikipedia.org/wiki/B21%E3%82%B9%E3%83%9A%E3%82%B7%E3%83%A3%E3%83%AB,B21スペシャル,ヒロミ デビット伊東 ミスターちん,3,111,B21 B,1986年,1986/1/1,,,プロダクション人力舎 ビィーカンパニー →活動休止,1986年 -,,ザ・テレビ演芸,,アルバイト先のホストクラブ,,,,活動休止中,コント,ヒロミ,,『1or8』,,,『ザ・テレビ演芸』第4代チャンピオン ゴールデン・アロー賞芸能新人賞（1990年）,
1813,https://ja.wikipedia.org/wiki/%E6%82%B2%E6%84%B4%E6%84%9F,悲愴感,山本博 田中卓志 鈴木拓,3,111,,,,,,,2008年6月18日 - 9月24日 2008年9月29日,,,,,,,,,歌,,,,,http://www.ponycanyon.co.jp/hisoukan/,,
1814,https://ja.wikipedia.org/wiki/%E3%83%93%E3%83%83%E3%82%AF%E3%82%B9%E3%83%A2%E3%83%BC%E3%83%AB%E3%83%B3,ビックスモールン,ゴン チロ グリ,3,111,,2001年10月,2001/1/11,,,漫才協会,2001年10月 - 2019年5月4日 （コンビでの活動） 2019年5月5日[1] -  （トリオでの活動）,,,,,,,,テレビ・ライブ など,ボディーアート コント 漫才,,,爆笑オンエアバトル エンタの神様 体操の時間。 など,,http://bic.boy.jp/http___bicsmalln.jp_/topselect.html,,https://www.youtube.com/channel/UCv9GxXEnvZxP3ueW_qqa1NA
1815,https://ja.wikipedia.org/wiki/%E3%83%92%E3%83%83%E3%83%97%E3%82%A2%E3%83%83%E3%83%97,ヒップアップ,島崎俊郎 川上泰生 小林進,3,111,,1979年,1979/1/1,,,渡辺プロダクション,1979年 - ,,,,,,,,,コント,,,笑ってる場合ですよ! オレたちひょうきん族 THE MANZAI 初詣!爆笑ヒットパレード 新春スターかくし芸大会 笑ってサヨナラ'80・'81東西BEST漫才!など,,,1980年12月 フジテレビ 笑ってる場合ですよ! お笑い君こそスターだ! 5週勝ち抜きチャンピオン 1982年 第10回 日本放送演芸大賞ホープ賞,
